application_id,user_id,offer_month,offer_number,current_lender,current_balance,current_monthly_payment,current_remaining_term_months,current_total_left_to_pay,offer_apr,offer_term_months,offer_monthly_payment,offer_total_payable,monthly_saving,total_cost_saving
A050133,U121265,2026-06,1,,4325.28,186.61,34,6344.74,23.2,18,286.82,5162.71,-100.21,1182.03
A050134,U122175,2026-06,1,,7827.65,362.77,27,9794.92,17.3,56,204.67,11461.37,158.11,-1666.45
A050135,U112229,2026-06,4,,16174.54,528.21,43,22713.02,9.8,48,408.68,19616.46,119.53,3096.55
A050136,U113275,2026-06,3,,4121.05,151.18,35,5291.19,12.7,57,96.66,5509.4,54.52,-218.21
A050137,U113222,2026-06,3,,16286.5,718.59,32,22994.74,24.1,49,525.39,25744.33,193.19,-2749.59
A050138,U119235,2026-06,2,,11980.43,649.16,22,14281.57,15.1,46,344.64,15853.58,304.52,-1572.01
A050139,U112920,2026-06,4,,22991.62,716.69,41,29384.32,8.9,47,581.18,27315.51,135.51,2068.81
A050140,U111668,2026-06,4,,4820.91,216.87,28,6072.32,13.4,12,431.5,5177.95,-214.63,894.36
A050141,U121898,2026-06,1,,19511.24,907.15,27,24492.96,18.5,56,522.71,29271.78,384.44,-4778.83
A050142,U112218,2026-06,4,,7872.29,678.17,13,8816.17,9.5,14,596.26,8347.69,81.9,468.48
A050143,U113407,2026-06,3,,8052.38,327.01,34,11118.45,18.6,17,542.45,9221.71,-215.44,1896.74
A050144,U117891,2026-06,2,,10758.96,578.01,24,13872.19,17.8,30,446.94,13408.1,131.07,464.09
A050145,U115991,2026-06,3,,8832.36,807.22,13,10493.86,27.1,27,440.5,11893.47,366.72,-1399.61
A050146,U119500,2026-06,2,,3960.56,537.36,8,4298.88,10.7,13,324.01,4212.16,213.35,86.72
A050147,U117181,2026-06,2,,2129.17,330.46,7,2313.22,21.9,24,110.35,2648.46,220.11,-335.24
A050148,U115244,2026-06,3,,13158.34,1047.83,15,15717.38,20.2,14,1062.83,14879.61,-15.0,837.77
A050149,U112525,2026-06,4,,15978.9,741.15,28,20752.22,8.9,24,729.26,17502.21,11.89,3250.01
A050150,U121401,2026-06,1,Lender B,5486.83,364.38,18,6558.77,21.4,33,221.4,7306.18,142.98,-747.42
A050151,U116289,2026-06,3,,11993.89,879.86,16,14077.71,12.0,17,770.7,13101.97,109.15,975.74
A050152,U121073,2026-06,1,,5762.51,278.58,27,7521.68,16.4,21,317.52,6667.96,-38.94,853.73
A050153,U111087,2026-06,4,,3163.33,568.55,6,3411.33,18.9,12,291.37,3496.45,277.18,-85.13
A050154,U121171,2026-06,1,,12009.16,438.13,39,17087.13,21.3,51,359.87,18353.28,78.26,-1266.15
A050155,U118677,2026-06,2,,6312.23,595.36,12,7144.27,16.4,17,418.63,7116.71,176.73,27.55
A050156,U110505,2026-06,4,,4061.16,639.21,7,4474.46,15.3,12,367.13,4405.55,272.08,68.92
A050157,U116995,2026-06,2,,4104.63,418.81,11,4606.88,11.1,16,277.17,4434.79,141.63,172.09
A050158,U112791,2026-06,4,,12148.44,643.59,26,16733.27,27.5,41,460.14,18865.54,183.45,-2132.27
A050159,U117668,2026-06,2,,12967.77,532.55,33,17574.13,21.6,50,395.52,19775.87,137.03,-2201.74
A050160,U121603,2026-06,1,,10405.49,422.02,36,15192.73,15.7,31,410.48,12724.89,11.54,2467.83
A050161,U121884,2026-06,1,,8222.93,614.05,16,9824.76,22.5,45,272.15,12246.61,341.9,-2421.85
A050162,U115528,2026-06,3,,10634.54,874.83,14,12247.64,13.3,19,623.8,11852.15,251.03,395.5
A050163,U119906,2026-06,1,,2834.88,249.26,13,3240.34,21.8,43,95.56,4109.27,153.69,-868.93
A050164,U121856,2026-06,1,,14947.33,614.46,35,21506.07,19.1,21,842.95,17701.86,-228.49,3804.2
A050165,U122496,2026-06,1,,6649.41,246.81,39,9625.69,18.9,61,170.42,10395.81,76.39,-770.12
A050166,U113271,2026-06,3,,9925.57,511.96,26,13311.02,21.2,20,593.43,11868.66,-81.47,1442.36
A050167,U121278,2026-06,1,,2499.91,338.69,8,2709.55,9.5,12,219.2,2630.41,119.49,79.13
A050168,U118345,2026-06,2,,22498.99,998.4,33,32947.3,26.9,50,752.84,37642.08,245.56,-4694.78
A050169,U118031,2026-06,2,,5003.7,236.76,26,6155.78,16.3,56,128.18,7178.08,108.58,-1022.3
A050170,U118198,2026-06,2,,3911.31,334.52,13,4348.73,15.7,40,126.21,5048.59,208.3,-699.86
A050171,U113737,2026-06,3,,3640.21,167.2,28,4681.56,13.0,34,128.56,4371.14,38.64,310.42
A050172,U122013,2026-06,1,,23942.92,967.23,40,38689.2,24.2,33,1000.58,33019.17,-33.35,5670.03
A050173,U118949,2026-06,2,,12444.3,418.41,51,21338.96,21.7,57,351.64,20043.37,66.77,1295.59
A050174,U122293,2026-06,1,,3791.54,240.48,18,4328.62,12.7,48,101.15,4855.39,139.32,-526.77
A050175,U111713,2026-06,4,,4194.14,427.74,11,4705.1,20.2,25,206.92,5173.07,220.81,-467.97
A050176,U112570,2026-06,4,,4046.62,231.82,23,5331.87,22.3,17,279.8,4756.59,-47.98,575.27
A050177,U120658,2026-06,1,,5125.15,313.69,20,6273.79,13.7,25,236.81,5920.3,76.88,353.49
A050178,U119722,2026-06,1,,14561.71,1348.22,12,16178.64,10.2,15,1038.1,15571.45,310.12,607.18
A050179,U115548,2026-06,3,,7445.83,1005.14,8,8041.15,15.3,12,673.1,8077.23,332.04,-36.08
A050180,U114271,2026-06,3,,5672.43,1028.11,6,6168.65,17.3,12,518.16,6217.93,509.95,-49.28
A050181,U115717,2026-06,3,,5324.52,240.84,28,6743.61,9.5,22,264.67,5822.64,-23.82,920.96
A050182,U121052,2026-06,1,,8011.44,440.71,22,9695.61,12.4,28,330.97,9267.27,109.74,428.34
A050183,U112217,2026-06,4,,26295.88,838.1,49,41066.71,13.6,55,645.12,35481.42,192.98,5585.29
A050184,U122193,2026-06,1,,7650.72,517.07,18,9307.33,15.9,12,693.79,8325.53,-176.72,981.8
A050185,U117428,2026-06,2,,17060.21,493.16,59,29096.33,19.6,84,374.74,31478.52,118.41,-2382.19
A050186,U118719,2026-06,2,,7699.51,345.84,29,10029.3,17.7,46,231.72,10659.25,114.12,-629.95
A050187,U122638,2026-06,1,,2326.65,317.38,8,2539.06,17.2,12,212.42,2549.07,104.96,-10.01
A050188,U119024,2026-06,2,,13199.36,619.75,31,19212.12,25.6,53,418.21,22164.89,201.54,-2952.78
A050189,U112215,2026-06,4,,1284.53,268.58,5,1342.9,8.9,12,112.27,1347.29,156.31,-4.39
A050190,U116857,2026-06,2,,7679.23,249.18,43,10714.69,12.4,34,269.01,9146.25,-19.83,1568.44
A050191,U119288,2026-06,2,,6056.39,255.1,31,7908.04,15.1,16,420.28,6724.41,-165.18,1183.62
A050192,U122873,2026-06,1,,5105.52,333.7,19,6340.36,22.6,41,179.84,7373.51,153.86,-1033.15
A050193,U121650,2026-06,1,,7646.8,448.01,21,9408.16,10.2,17,485.0,8244.98,-36.99,1163.17
A050194,U112711,2026-06,4,,14355.81,1143.18,15,17147.73,18.4,20,838.91,16778.29,304.27,369.44
A050195,U121006,2026-06,1,,3111.35,383.16,9,3448.45,13.4,12,278.48,3341.77,104.68,106.68
A050196,U116566,2026-06,2,,5972.92,291.17,27,7861.69,22.6,49,187.74,9199.2,103.43,-1337.52
A050197,U120454,2026-06,1,,8656.76,456.96,25,11424.09,22.4,37,326.08,12065.09,130.88,-641.0
A050198,U119087,2026-06,2,,6411.14,494.3,15,7414.44,17.7,43,202.4,8703.39,291.89,-1288.95
A050199,U116506,2026-06,2,,3175.3,241.15,15,3617.26,12.6,12,283.01,3396.16,-41.86,221.1
A050200,U120940,2026-06,1,,5485.26,368.47,17,6264.02,16.8,30,225.18,6755.31,143.29,-491.3
A050201,U119072,2026-06,2,,3338.68,371.52,10,3715.22,20.4,40,115.72,4628.75,255.8,-913.53
A050202,U110532,2026-06,4,,9527.33,580.01,19,11020.17,15.4,37,325.07,12027.49,254.94,-1007.32
A050203,U119001,2026-06,2,,4406.4,232.53,24,5580.76,21.6,44,145.84,6416.85,86.69,-836.09
A050204,U118077,2026-06,2,,3877.17,604.07,7,4228.48,23.6,24,204.22,4901.21,399.85,-672.73
A050205,U114597,2026-06,3,,5723.31,347.77,20,6955.42,21.5,43,192.02,8256.99,155.75,-1301.57
A050206,U111269,2026-06,4,,15760.79,903.73,20,18074.68,8.9,16,1048.3,16772.73,-144.56,1301.96
A050207,U115226,2026-06,3,,10683.96,331.93,47,15600.57,8.9,46,274.98,12649.09,56.95,2951.48
A050208,U116487,2026-06,2,,7968.86,538.58,18,9694.36,22.8,32,334.64,10708.59,203.93,-1014.22
A050209,U119714,2026-06,1,,5048.5,523.95,11,5763.43,16.0,14,397.7,5567.83,126.25,195.6
A050210,U114902,2026-06,3,,6660.84,447.23,18,8050.08,18.3,21,373.07,7834.47,74.16,215.62
A050211,U120607,2026-06,1,,4622.75,571.1,9,5139.89,21.6,12,431.77,5181.29,139.32,-41.4
A050212,U120420,2026-06,1,,9453.13,307.23,43,13210.94,10.6,43,265.19,11403.02,42.04,1807.92
A050213,U121030,2026-06,1,,4137.68,465.26,10,4652.65,14.7,12,372.87,4474.49,92.39,178.16
A050214,U113892,2026-06,3,,10667.14,328.31,57,18713.92,18.2,45,328.8,14795.84,-0.48,3918.08
A050215,U115979,2026-06,3,,9337.69,1155.42,9,10398.74,18.4,15,701.58,10523.75,453.83,-125.01
A050216,U116435,2026-06,2,,3014.34,145.72,27,3934.54,18.8,20,176.73,3534.56,-31.0,399.98
A050217,U120724,2026-06,1,,15436.65,518.73,43,22305.56,17.8,64,375.19,24012.27,143.54,-1706.71
A050218,U111412,2026-06,4,,4042.7,398.5,12,4781.98,21.7,12,377.79,4533.48,20.71,248.5
A050219,U120100,2026-06,1,,4518.65,200.6,30,6018.1,21.9,49,140.3,6874.74,60.3,-856.64
A050220,U121631,2026-06,1,,5117.7,149.42,59,8815.61,11.3,63,108.07,6808.33,41.35,2007.28
A050221,U115062,2026-06,3,,9745.91,430.91,29,12496.34,15.3,22,510.83,11238.19,-79.92,1258.15
A050222,U116751,2026-06,2,,5432.53,438.28,14,6135.9,13.8,12,487.26,5847.12,-48.98,288.77
A050223,U110111,2026-06,4,,2603.38,299.64,10,2996.41,27.1,29,123.33,3576.55,176.31,-580.14
A050224,U119845,2026-06,1,,19616.64,778.44,34,26466.8,17.4,61,486.68,29687.68,291.75,-3220.87
A050225,U122779,2026-06,1,,6674.49,294.34,28,8241.45,14.7,44,197.13,8673.9,97.2,-432.45
A050226,U114387,2026-06,3,,1964.33,234.86,9,2113.73,16.4,21,108.24,2272.98,126.62,-159.25
A050227,U121349,2026-06,1,,10699.27,439.39,33,14499.83,19.1,46,329.81,15171.1,109.58,-671.27
A050228,U118033,2026-06,2,,5511.15,669.84,9,6028.57,8.9,12,481.7,5780.43,188.14,248.14
A050229,U115612,2026-06,3,,5125.78,187.48,34,6374.47,12.0,62,111.33,6902.71,76.15,-528.24
A050230,U122106,2026-06,1,,3145.45,348.8,10,3488.0,21.9,36,119.96,4318.69,228.84,-830.69
A050231,U119547,2026-06,2,,3223.55,361.53,10,3615.32,17.7,12,295.07,3540.9,66.46,74.42
A050232,U121196,2026-06,1,Lender B,20176.07,567.72,66,37469.66,12.4,72,398.66,28703.19,169.07,8766.47
A050233,U116644,2026-06,2,,6533.38,278.83,33,9201.36,22.4,47,210.0,9870.22,68.82,-668.86
A050234,U122631,2026-06,1,,5290.98,386.6,16,6185.62,20.1,35,201.02,7035.53,185.59,-849.91
A050235,U120215,2026-06,1,,12736.65,791.52,20,15830.31,12.3,18,778.48,14012.69,13.03,1817.62
A050236,U121608,2026-06,1,,6495.49,396.41,21,8324.67,19.5,15,491.44,7371.63,-95.03,953.04
A050237,U118154,2026-06,2,,15430.05,591.26,41,24241.57,23.4,26,762.21,19817.5,-170.95,4424.08
A050238,U111457,2026-06,4,,2726.57,482.53,6,2895.17,16.0,12,247.38,2968.61,235.14,-73.44
A050239,U115856,2026-06,3,,12621.42,868.0,18,15624.06,19.6,12,1166.76,14001.17,-298.76,1622.89
A050240,U116391,2026-06,2,,6298.81,511.23,15,7668.47,23.2,14,517.86,7249.99,-6.63,418.48
A050241,U119123,2026-06,2,,17910.33,489.2,49,23971.0,8.9,33,613.86,20257.44,-124.66,3713.56
A050242,U111761,2026-06,4,,6290.25,456.27,16,7300.38,12.5,20,350.04,7000.81,106.23,299.57
A050243,U117025,2026-06,2,,11677.62,467.13,35,16349.58,16.0,31,462.37,14333.37,4.76,2016.2
A050244,U112536,2026-06,4,,17777.83,636.48,39,24822.88,20.2,68,440.98,29986.76,195.5,-5163.89
A050245,U110938,2026-06,4,,13741.94,729.6,25,18240.06,22.4,12,1288.82,15465.78,-559.21,2774.28
A050246,U122280,2026-06,1,,7894.83,348.93,28,9769.95,11.8,25,357.74,8943.52,-8.81,826.43
A050247,U112090,2026-06,4,,1470.82,145.9,11,1604.93,8.9,12,128.56,1542.68,17.35,62.25
A050248,U116637,2026-06,2,,6239.1,781.2,9,7030.8,27.9,27,313.74,8470.9,467.46,-1440.1
A050249,U113970,2026-06,3,,8739.82,568.61,20,11372.18,27.1,12,839.6,10075.22,-270.99,1296.96
A050250,U110087,2026-06,4,,3841.62,602.93,7,4220.5,26.7,25,202.01,5050.13,400.92,-829.63
A050251,U111446,2026-06,4,,12751.58,485.25,42,20380.5,18.8,48,379.93,18236.6,105.32,2143.9
A050252,U116424,2026-06,2,,2886.02,226.01,15,3390.13,18.3,12,265.0,3180.03,-38.99,210.1
A050253,U120892,2026-06,1,,12177.94,418.11,44,18396.96,14.6,38,402.15,15281.87,15.96,3115.09
A050254,U120335,2026-06,1,,11901.11,662.58,21,13914.19,13.2,36,402.14,14477.14,260.44,-562.94
A050255,U120745,2026-06,1,,10698.52,353.28,40,14131.34,8.9,45,280.49,12622.22,72.79,1509.12
A050256,U117632,2026-06,2,,1886.16,118.2,18,2127.62,8.9,13,152.73,1985.53,-34.53,142.09
A050257,U116451,2026-06,2,,5950.73,565.58,12,6786.98,10.8,17,379.07,6444.25,186.51,342.74
A050258,U112889,2026-06,4,,11487.03,720.87,21,15138.3,20.3,16,825.5,13207.95,-104.63,1930.35
A050259,U120531,2026-06,1,,2966.12,256.21,14,3586.91,22.5,12,278.33,3339.92,-22.12,246.99
A050260,U122316,2026-06,1,,10940.58,649.09,21,13630.98,17.8,20,636.2,12723.92,12.9,907.06
A050261,U113781,2026-06,3,,5333.0,229.25,35,8023.91,23.1,34,215.2,7316.65,14.06,707.26
A050262,U115516,2026-06,3,,7787.23,526.68,18,9480.3,22.0,34,309.81,10533.69,216.87,-1053.4
A050263,U122896,2026-06,1,,17645.64,886.41,27,23933.1,21.0,15,1347.73,20215.92,-461.32,3717.18
A050264,U117259,2026-06,2,,10557.37,962.79,13,12516.28,15.7,12,956.38,11476.57,6.41,1039.71
A050265,U115256,2026-06,3,,9477.26,454.65,25,11366.37,13.8,54,236.58,12775.26,218.08,-1408.89
A050266,U119454,2026-06,2,,24849.25,661.35,64,42326.23,17.9,84,520.82,43749.06,140.53,-1422.83
A050267,U113378,2026-06,3,,8059.51,415.37,23,9553.57,8.9,17,506.36,8608.08,-90.98,945.49
A050268,U113168,2026-06,3,,18217.8,1234.84,18,22227.13,15.1,14,1427.4,19983.66,-192.56,2243.47
A050269,U114078,2026-06,3,,13521.34,424.26,49,20788.62,19.1,73,314.53,22960.82,109.73,-2172.2
A050270,U121927,2026-06,1,,2338.54,164.1,18,2953.78,27.0,44,84.28,3708.26,79.82,-754.48
A050271,U122487,2026-06,1,,6066.97,230.42,38,8756.01,23.1,67,161.92,10848.82,68.5,-2092.81
A050272,U120004,2026-06,1,,11548.54,582.71,24,13984.98,10.8,12,1019.6,12235.23,-436.9,1749.75
A050273,U121152,2026-06,1,,12317.22,324.99,57,18524.6,8.9,54,277.65,14992.96,47.35,3531.64
A050274,U118695,2026-06,2,,2605.15,144.84,22,3186.42,18.3,35,96.61,3381.31,48.23,-194.89
A050275,U120990,2026-06,1,,20509.86,701.58,39,27361.52,14.9,52,537.72,27961.51,163.86,-599.99
A050276,U113777,2026-06,3,,12531.3,572.14,27,15447.87,12.3,33,449.5,14833.41,122.65,614.46
A050277,U112700,2026-06,4,,7311.79,453.3,20,9066.04,21.4,12,682.23,8186.8,-228.93,879.24
A050278,U113099,2026-06,3,,2336.04,261.88,10,2618.81,21.2,12,217.74,2612.9,44.14,5.91
A050279,U115960,2026-06,3,,5615.72,403.41,17,6857.93,24.6,29,258.8,7505.15,144.61,-647.22
A050280,U122453,2026-06,1,,4261.84,376.58,13,4895.52,14.5,19,252.39,4795.35,124.19,100.17
A050281,U118413,2026-06,2,,6059.61,255.01,30,7650.24,12.6,31,230.02,7130.7,24.99,519.54
A050282,U111160,2026-06,4,,2612.73,279.94,10,2799.43,8.9,12,228.37,2740.4,51.58,59.04
A050283,U121674,2026-06,1,Lender B,11525.39,534.72,27,14437.35,16.1,18,724.99,13049.81,-190.27,1387.54
A050284,U119371,2026-06,2,,8024.09,542.85,17,9228.41,10.9,12,708.81,8505.7,-165.96,722.71
A050285,U111876,2026-06,4,,9776.71,395.81,37,14644.87,20.0,22,534.49,11758.75,-138.68,2886.12
A050286,U119598,2026-06,2,,13886.84,498.43,35,17445.03,11.5,63,294.65,18562.68,203.78,-1117.66
A050287,U114157,2026-06,3,,9108.29,590.81,19,11225.43,16.4,22,482.17,10607.72,108.64,617.71
A050288,U112816,2026-06,4,,10087.16,351.07,47,16500.51,24.8,64,285.59,18277.64,65.49,-1777.13
A050289,U117537,2026-06,2,,4430.1,449.45,11,4943.91,13.7,12,397.14,4765.69,52.31,178.22
A050290,U115769,2026-06,3,,6526.77,285.21,31,8841.65,10.7,29,256.41,7435.85,28.81,1405.8
A050291,U109994,2026-06,4,,13813.42,1381.49,11,15196.39,16.6,29,581.48,16862.98,800.01,-1666.59
A050292,U112140,2026-06,4,,6189.85,420.83,17,7154.15,8.9,22,305.97,6731.44,114.86,422.71
A050293,U113470,2026-06,3,,7578.5,351.7,30,10551.12,23.9,56,225.76,12642.53,125.94,-2091.41
A050294,U110975,2026-06,4,,8293.93,468.81,23,10782.71,21.0,12,772.28,9267.35,-303.47,1515.36
A050295,U117228,2026-06,2,,13970.98,537.09,33,17723.87,8.9,31,506.13,15690.07,30.96,2033.81
A050296,U112501,2026-06,4,,12729.74,413.8,45,18620.84,14.1,47,354.03,16639.42,59.77,1981.42
A050297,U122886,2026-06,1,,17927.85,809.03,32,25888.97,23.9,61,510.31,31128.8,298.72,-5239.83
A050298,U117083,2026-06,2,,6398.74,561.99,13,7305.87,14.3,18,397.08,7147.42,164.91,158.44
A050299,U117604,2026-06,2,,1930.18,271.5,8,2171.99,23.9,12,182.42,2189.09,89.07,-17.1
A050300,U117635,2026-06,2,,11844.64,433.31,45,19498.99,21.8,37,442.47,16371.41,-9.16,3127.58
A050301,U121972,2026-06,1,,3913.63,422.13,10,4221.27,13.6,37,130.09,4813.19,292.04,-591.92
A050302,U120430,2026-06,1,,5801.31,264.3,27,7136.19,11.1,12,513.0,6156.0,-248.7,980.2
A050303,U120591,2026-06,1,Lender D,6433.74,247.44,39,9650.14,16.8,45,193.67,8715.26,53.77,934.88
A050304,U120680,2026-06,1,,13960.95,508.36,45,22876.03,20.8,42,470.7,19769.45,37.65,3106.58
A050305,U113789,2026-06,3,,7720.71,1067.24,8,8537.94,23.4,22,434.94,9568.75,632.3,-1030.81
A050306,U118843,2026-06,2,,12341.79,402.2,51,20512.18,21.4,70,310.06,21704.33,92.14,-1192.15
A050307,U118674,2026-06,2,,2717.11,376.66,8,3013.3,27.2,28,132.13,3699.62,244.53,-686.32
A050308,U122211,2026-06,1,,4917.61,213.58,30,6407.37,9.6,33,170.15,5614.8,43.43,792.57
A050309,U116928,2026-06,2,,17367.56,1099.24,19,20885.52,19.8,36,643.67,23172.2,455.57,-2286.68
A050310,U120625,2026-06,1,,2584.56,316.27,9,2846.44,16.3,12,234.87,2818.4,81.4,28.04
A050311,U119695,2026-06,1,,5862.7,264.24,27,7134.57,8.9,28,232.65,6514.14,31.6,620.44
A050312,U120580,2026-06,1,,4890.18,352.6,16,5641.58,13.0,12,436.78,5241.33,-84.18,400.25
A050313,U116703,2026-06,2,,2767.5,373.87,8,2990.93,16.9,12,252.28,3027.34,121.59,-36.4
A050314,U117651,2026-06,2,,10609.91,438.29,36,15778.48,23.0,61,296.47,18084.88,141.82,-2306.4
A050315,U120247,2026-06,1,,8155.95,609.05,16,9744.73,23.7,37,312.77,11572.51,296.28,-1827.78
A050316,U119063,2026-06,2,,17588.83,891.06,26,23167.43,19.4,20,1036.3,20725.9,-145.24,2441.53
A050317,U119153,2026-06,2,,10110.22,399.87,39,15595.02,21.5,26,489.84,12735.93,-89.97,2859.08
A050318,U122595,2026-06,1,,5768.05,532.11,12,6385.37,16.7,31,230.35,7140.89,301.76,-755.51
A050319,U121620,2026-06,1,,8149.68,345.33,31,10705.09,12.4,21,433.7,9107.75,-88.38,1597.34
A050320,U116301,2026-06,2,,7742.16,778.38,11,8562.21,14.6,12,697.33,8368.01,81.05,194.21
A050321,U119534,2026-06,2,,3314.12,359.68,10,3596.81,8.9,12,289.67,3476.05,70.01,120.76
A050322,U115584,2026-06,3,,9570.11,542.44,22,11933.75,16.0,12,868.3,10419.65,-325.86,1514.09
A050323,U121771,2026-06,1,,4254.1,143.79,45,6470.59,22.2,73,106.69,7788.24,37.1,-1317.64
A050324,U118259,2026-06,2,,6724.53,371.98,23,8555.5,23.9,40,245.46,9818.45,126.52,-1262.95
A050325,U111860,2026-06,4,,4718.78,185.28,38,7040.79,18.4,43,150.67,6478.95,34.61,561.85
A050326,U119783,2026-06,1,,6512.16,226.05,40,9041.98,10.6,24,302.31,7255.44,-76.26,1786.54
A050327,U115061,2026-06,3,,6116.24,558.12,12,6697.45,14.0,35,213.85,7484.85,344.27,-787.4
A050328,U121415,2026-06,1,,18410.88,981.69,24,23560.63,15.3,26,836.42,21746.84,145.28,1813.8
A050329,U119352,2026-06,2,Lender E,4204.3,276.55,18,4977.84,13.0,12,375.52,4506.2,-98.97,471.64
A050330,U115689,2026-06,3,,9407.53,584.92,19,11113.45,12.1,12,836.29,10035.45,-251.37,1077.99
A050331,U111141,2026-06,4,,7007.24,361.14,23,8306.23,15.8,43,214.46,9221.88,146.68,-915.65
A050332,U117241,2026-06,2,,21735.82,823.59,48,39532.14,25.4,35,885.47,30991.4,-61.88,8540.75
A050333,U119996,2026-06,1,,8798.59,342.22,39,13346.4,24.1,52,274.21,14258.96,68.0,-912.56
A050334,U120460,2026-06,1,,12401.57,1041.29,14,14578.09,20.4,13,1071.31,13927.07,-30.02,651.01
A050335,U113226,2026-06,3,,16456.79,818.39,25,20459.7,16.2,12,1494.7,17936.36,-676.31,2523.34
A050336,U120987,2026-06,1,,7790.21,346.11,33,11421.69,22.2,27,369.17,9967.49,-23.05,1454.2
A050337,U115870,2026-06,3,,12246.74,858.1,17,14587.64,20.2,31,510.3,15819.28,347.8,-1231.64
A050338,U120720,2026-06,1,,10360.81,366.57,57,20894.47,19.7,63,265.14,16703.84,101.43,4190.63
A050339,U112974,2026-06,4,,2408.86,502.07,5,2510.36,14.9,33,89.42,2950.7,412.66,-440.35
A050340,U115264,2026-06,3,,6033.82,334.68,23,7697.56,22.4,49,188.99,9260.62,145.68,-1563.05
A050341,U122798,2026-06,1,Lender H,7714.12,342.41,34,11641.84,29.1,52,262.61,13655.83,79.79,-2013.99
A050342,U117133,2026-06,2,,17671.57,935.27,26,24316.91,16.6,28,765.53,21434.8,169.74,2882.11
A050343,U117864,2026-06,2,,1533.53,129.63,13,1685.16,8.9,14,115.73,1620.2,13.9,64.96
A050344,U117752,2026-06,2,,8694.47,422.39,24,10137.42,8.9,14,656.13,9185.84,-233.74,951.57
A050345,U112898,2026-06,4,,7050.89,250.06,37,9252.14,8.9,42,196.0,8231.9,54.06,1020.25
A050346,U110301,2026-06,4,,6409.22,229.56,44,10100.46,15.5,48,180.0,8640.1,49.55,1460.36
A050347,U110634,2026-06,4,,1918.26,263.56,8,2108.46,13.9,12,172.15,2065.74,91.41,42.72
A050348,U113805,2026-06,3,Lender E,21908.67,663.95,56,37181.25,17.4,51,610.79,31150.31,53.16,6030.94
A050349,U118920,2026-06,2,,5500.32,320.9,21,6738.84,18.8,47,166.23,7812.76,154.67,-1073.91
A050350,U116161,2026-06,3,,21302.96,525.27,58,30465.85,12.1,71,421.6,29933.52,103.67,532.33
A050351,U118248,2026-06,2,,5202.55,204.32,35,7151.37,13.1,28,216.65,6066.24,-12.33,1085.13
A050352,U116649,2026-06,2,,3938.03,278.82,17,4739.88,21.3,38,143.37,5447.88,135.45,-707.99
A050353,U117577,2026-06,2,,6127.99,681.91,10,6819.1,14.2,12,550.79,6609.49,131.12,209.61
A050354,U114776,2026-06,3,,4661.12,151.35,47,7113.26,14.9,45,135.82,6112.11,15.52,1001.15
A050355,U118859,2026-06,2,,9575.11,395.88,30,11876.38,8.9,34,319.66,10868.33,76.22,1008.05
A050356,U119961,2026-06,1,,4476.98,338.94,15,5084.07,12.7,12,399.24,4790.9,-60.3,293.16
A050357,U113161,2026-06,3,,6543.05,670.46,11,7375.04,10.2,16,439.11,7025.79,231.35,349.26
A050358,U113109,2026-06,3,,4023.06,201.08,28,5630.36,26.3,47,137.98,6484.97,63.11,-854.61
A050359,U114150,2026-06,3,,8276.57,295.09,40,11803.59,14.3,34,297.49,10114.73,-2.4,1688.86
A050360,U115201,2026-06,3,,4912.19,878.68,6,5272.08,16.7,12,447.32,5367.79,431.36,-95.71
A050361,U114179,2026-06,3,,937.18,169.62,6,1017.74,22.3,12,87.85,1054.2,81.77,-36.46
A050362,U122310,2026-06,1,,2834.25,334.52,9,3010.67,9.2,12,248.12,2977.47,86.4,33.2
A050363,U113889,2026-06,3,,2229.11,303.42,8,2427.37,13.6,12,199.73,2396.71,103.7,30.66
A050364,U114242,2026-06,3,,3931.0,262.01,17,4454.16,13.0,38,126.75,4816.45,135.26,-362.29
A050365,U115146,2026-06,3,,3817.72,289.94,15,4349.1,8.9,18,227.35,4092.34,62.59,256.76
A050366,U110429,2026-06,4,,9065.07,377.46,30,11323.86,11.9,27,384.35,10377.36,-6.88,946.51
A050367,U113305,2026-06,3,,12067.69,424.44,41,17402.19,9.4,42,338.29,14208.27,86.15,3193.92
A050368,U120083,2026-06,1,,5133.59,314.07,21,6595.56,24.7,36,203.3,7318.7,110.78,-723.14
A050369,U119624,2026-06,2,,1076.08,68.76,18,1237.73,13.7,42,32.4,1360.63,36.37,-122.9
A050370,U117487,2026-06,2,,7445.87,663.71,13,8628.22,20.8,12,692.6,8311.18,-28.89,317.04
A050371,U110868,2026-06,4,,6421.9,220.36,38,8373.58,13.0,67,135.3,9065.25,85.06,-691.67
A050372,U121243,2026-06,1,Lender A,6591.04,619.42,12,7433.1,8.9,17,414.1,7039.66,205.33,393.44
A050373,U122245,2026-06,1,,6392.6,244.27,34,8305.29,14.2,49,172.67,8460.74,71.61,-155.45
A050374,U118505,2026-06,2,,16012.19,614.27,34,20885.13,14.9,64,364.1,23302.44,250.17,-2417.31
A050375,U117865,2026-06,2,,6847.08,639.2,12,7670.42,16.9,12,624.16,7489.93,15.04,180.48
A050376,U122064,2026-06,1,,4002.38,332.35,14,4652.93,14.9,12,361.06,4332.71,-28.71,320.22
A050377,U121586,2026-06,1,,3711.84,325.83,13,4235.73,22.2,41,129.96,5328.48,195.86,-1092.76
A050378,U120875,2026-06,1,,12623.18,411.28,55,22620.15,25.9,79,334.33,26412.03,76.95,-3791.88
